메뉴(ID),메뉴명,메뉴가격,지역특산메뉴여부,지역특산메뉴명,지역특산메뉴출처(URL),지역명,식당(ID),식당명,지점명
797344,소세지(더블),3900,0,,,,91324,이삭토스트,일원점
797348,소세지(트리플),4400,0,,,,91324,이삭토스트,일원점
797352,피자,3900,0,,,,91324,이삭토스트,일원점
797356,딥치즈 베이컨,3500,0,,,,91324,이삭토스트,일원점
797360,햄치즈 포테이토,3300,0,,,,91324,이삭토스트,일원점
797365,베이컨 치즈 베이글,3900,0,,,,91324,이삭토스트,일원점
797368,핫치킨 MVP,3700,0,,,,91324,이삭토스트,일원점
797371,칠리새우,3900,0,,,,91324,이삭토스트,일원점
797374,딥치즈 베이컨 포테이토,4100,0,,,,91324,이삭토스트,일원점
797377,베이컨 베스트,3300,0,,,,91324,이삭토스트,일원점
797381,불갈비 MVP,3900,0,,,,91324,이삭토스트,일원점
797384,새우,3900,0,,,,91324,이삭토스트,일원점
797388,맵달맵달 리챔,3900,0,,,,91324,이삭토스트,일원점
797391,불갈비 MVP,3500,0,,,,91324,이삭토스트,일원점
797397,스테이크 햄 MVP,3500,0,,,,91324,이삭토스트,일원점
797402,감자,3100,0,,,,91324,이삭토스트,일원점
797409,햄 스페셜,2900,0,,,,91324,이삭토스트,일원점
797413,햄치즈,2600,0,,,,91324,이삭토스트,일원점
797418,아메리카노,2500,0,,,,91324,이삭토스트,일원점
797423,레몬,3000,0,,,,91324,이삭토스트,일원점
797427,자몽,3000,0,,,,91324,이삭토스트,일원점
797432,청포도,3000,0,,,,91324,이삭토스트,일원점
797438,밀크,3500,0,,,,91324,이삭토스트,일원점
797443,딸기,3500,0,,,,91324,이삭토스트,일원점
797447,초코,3500,0,,,,91324,이삭토스트,일원점
797451,딸기,3000,0,,,,91324,이삭토스트,일원점
797455,키위,3000,0,,,,91324,이삭토스트,일원점
797458,애플망고,3000,0,,,,91324,이삭토스트,일원점
797462,바나나,3000,0,,,,91324,이삭토스트,일원점
797465,딸기바나나,3500,0,,,,91324,이삭토스트,일원점
797468,초코바나나,3500,0,,,,91324,이삭토스트,일원점
797471,아이스티,2500,0,,,,91324,이삭토스트,일원점
797475,더블치즈 리챔,4100,0,,,,91324,이삭토스트,일원점
865851,콰이(돼지고기)탕수육 R,28000,0,,,,105089,콰이,
865854,콰이(돼지고기)탕수육 L,40000,0,,,,105089,콰이,
865856,콰이(쇠고기)탕수육 R,32000,0,,,,105089,콰이,
865859,콰이(쇠고기)탕수육 L,45000,0,,,,105089,콰이,
865862,난자완스 R,35000,0,,,,105089,콰이,
865865,난자완스 L,48000,0,,,,105089,콰이,
865868,안심철판 야채볶음(중화풍 안심 커틀렛),38000,0,,,,105089,콰이,
865871,안심아스파라거스 XO소스 R,38000,0,,,,105089,콰이,
865874,안심아스파라거스 XO소스 L,53000,0,,,,105089,콰이,
865877,청경채 삼겹살찜 R,38000,0,,,,105089,콰이,
865879,청경채 삼겹살찜 L,52000,0,,,,105089,콰이,
865881,등갈비 깐풍소스 R,38000,0,,,,105089,콰이,
865883,등갈비 깐풍소스 L,56000,0,,,,105089,콰이,
865885,중새우 칠리소스 R,36000,0,,,,105089,콰이,
865887,중새우 칠리소스 L,52000,0,,,,105089,콰이,
865888,중새우 깐풍소스 R,36000,0,,,,105089,콰이,
865891,중새우 깐풍소스 L,52000,0,,,,105089,콰이,
865895,중새우 크림소스 R,36000,0,,,,105089,콰이,
865899,중새우 크림소스 L,52000,0,,,,105089,콰이,
865903,멘보샤(6P),32000,0,,,,105089,콰이,
865908,멘보샤 1P 추가,5000,0,,,,105089,콰이,
865912,치즈쉬림프볼 (6P),32000,0,,,,105089,콰이,
865916,블랙페퍼 꽃게(동남아 스타일/2마리),50000,0,,,,105089,콰이,
865919,해삼쥬스,72000,0,,,,105089,콰이,
865923,일품해삼,68000,0,,,,105089,콰이,
865927,송이해삼전복,78000,0,,,,105089,콰이,
865933,활전복찜(1P),25000,0,,,,105089,콰이,
865939,북경샥스핀 R,44000,0,,,,105089,콰이,
865944,북경샥스핀 L,62000,0,,,,105089,콰이,
865949,가지어향소스 R,28000,0,,,,105089,콰이,
865954,가지어향소스 L,35000,0,,,,105089,콰이,
865958,숙주 돼지고기볶음 R,28000,0,,,,105089,콰이,
865963,숙주 돼지고기볶음 L,35000,0,,,,105089,콰이,
865968,소고기 파 볶음,28000,0,,,,105089,콰이,
865973,소고기 피망 볶음(고추잡채),30000,0,,,,105089,콰이,
865977,유산슬 R,28000,0,,,,105089,콰이,
865980,유산슬 L,42000,0,,,,105089,콰이,
865983,전가복,48000,0,,,,105089,콰이,
865986,누룽지탕,38000,0,,,,105089,콰이,
865989,XO소스 당면잡채 R,28000,0,,,,105089,콰이,
865993,XO소스 당면잡채 L,42000,0,,,,105089,콰이,
865997,A,80000,0,,,,105089,콰이,
866001,B,100000,0,,,,105089,콰이,
866004,신라탕,10000,0,,,,105089,콰이,
866008,게살스프,10000,0,,,,105089,콰이,
866010,게살샥스핀스프,15000,0,,,,105089,콰이,
866013,오향장육,30000,0,,,,105089,콰이,
866014,양장피 R,30000,0,,,,105089,콰이,
866016,양장피 L,44000,0,,,,105089,콰이,
866018,사천식 마파두부,28000,0,,,,105089,콰이,
866020,게살 두부,28000,0,,,,105089,콰이,
866021,깐풍기 R,28000,0,,,,105089,콰이,
866022,깐풍기 L,42000,0,,,,105089,콰이,
866023,유린기(중화풍 닭고기 커틀렛) R,28000,0,,,,105089,콰이,
866024,유린기(중화풍 닭고기 커틀렛) L,42000,0,,,,105089,콰이,
866025,라조기 R,30000,0,,,,105089,콰이,
866026,라조기 L,42000,0,,,,105089,콰이,
866027,매운 고추 닭날개(마른 고추가 가득한 닭날개) R,28000,0,,,,105089,콰이,
866028,매운 고추 닭날개(마른 고추가 가득한 닭날개) L,42000,0,,,,105089,콰이,
866030,XO게살볶음밥,12000,0,,,,105089,콰이,
866032,깐풍XO볶음밥,13000,0,,,,105089,콰이,
866035,콰이볶음밥,12000,0,,,,105089,콰이,
866038,유산슬밥,12000,0,,,,105089,콰이,
866041,잡탕밥,15000,0,,,,105089,콰이,
866044,마파두부밥,12000,0,,,,105089,콰이,
866048,수제군만두(4P),6000,0,,,,105089,콰이,
866052,꽃빵(4P),5000,0,,,,105089,콰이,
866056,튀김꽃빵과 연유(4P),6000,0,,,,105089,콰이,
866059,삼선짜장면,10000,0,,,,105089,콰이,
866064,삼선짬뽕,12000,0,,,,105089,콰이,
866068,하얀짬뽕,12000,0,,,,105089,콰이,
866072,울면,12000,0,,,,105089,콰이,
866076,매운 해물볶음 짜장,15000,0,,,,105089,콰이,
866081,꽃게 볶음 짬뽕,15000,0,,,,105089,콰이,
866086,중국식냉면(계절메뉴),12000,0,,,,105089,콰이,
866090,굴짬뽕(계절메뉴),12000,0,,,,105089,콰이,
3345355,토마호크 스테이크 SET,156000,0,,,,15016,더플레이스,스타필드 코엑스점
3345356,포터하우스 스테이크 SET,153000,0,,,,15016,더플레이스,스타필드 코엑스점
3345357,SET A(평일/~4PM),42800,0,,,,15016,더플레이스,스타필드 코엑스점
3345358,SET B(평일/~4PM),49800,0,,,,15016,더플레이스,스타필드 코엑스점
3345359,SET C(평일/~4PM),77800,0,,,,15016,더플레이스,스타필드 코엑스점
3345360,BEST SET,55000,0,,,,15016,더플레이스,스타필드 코엑스점
3345361,SIGNATURE SET,62700,0,,,,15016,더플레이스,스타필드 코엑스점
3345362,블랙 모짜볼,6800,0,,,,15016,더플레이스,스타필드 코엑스점
3345363,스모키 돔 스테이크,39000,0,,,,15016,더플레이스,스타필드 코엑스점
3345364,리코타 프루타 샐러드,14500,0,,,,15016,더플레이스,스타필드 코엑스점
3345365,잠봉 시저 샐러드,15700,0,,,,15016,더플레이스,스타필드 코엑스점
3345366,살모네 샐러드,16800,0,,,,15016,더플레이스,스타필드 코엑스점
3345367,스테이크 샐러드,21900,0,,,,15016,더플레이스,스타필드 코엑스점
3345368,비건 미트 샐러드,21900,0,,,,15016,더플레이스,스타필드 코엑스점
3345369,시즈널 스프,5500,0,,,,15016,더플레이스,스타필드 코엑스점
3345370,블랙 모짜볼,8700,0,,,,15016,더플레이스,스타필드 코엑스점
3345371,양념감자 프라이즈,6000,0,,,,15016,더플레이스,스타필드 코엑스점
3345372,트러플 프라이즈,7500,0,,,,15016,더플레이스,스타필드 코엑스점
3345373,치킨 앤 칩스,17500,0,,,,15016,더플레이스,스타필드 코엑스점
3345374,치즈칩 아마트리치아나,19200,0,,,,15016,더플레이스,스타필드 코엑스점
3345375,마레 파스타,21100,0,,,,15016,더플레이스,스타필드 코엑스점
3345376,까르보나라 페투치니,20300,0,,,,15016,더플레이스,스타필드 코엑스점
3345377,크림 마레파스타,21100,0,,,,15016,더플레이스,스타필드 코엑스점
3345378,쉬림프 로제 링귀네,21200,0,,,,15016,더플레이스,스타필드 코엑스점
3345379,뽈리뽀 알리오 올리오,22900,0,,,,15016,더플레이스,스타필드 코엑스점
3345380,가든 관자 파스타,20800,0,,,,15016,더플레이스,스타필드 코엑스점
3345381,크랩 로제 리조또,22800,0,,,,15016,더플레이스,스타필드 코엑스점
3345382,페스카토레 리조또,21000,0,,,,15016,더플레이스,스타필드 코엑스점
3345383,크림 페스카토레 리조또,21000,0,,,,15016,더플레이스,스타필드 코엑스점
3345384,잠봉 뵈르 피자,23200,0,,,,15016,더플레이스,스타필드 코엑스점
3345385,트러플 풍기 피자,23400,0,,,,15016,더플레이스,스타필드 코엑스점
3345386,루꼴라 부라타 치즈 피자,23800,0,,,,15016,더플레이스,스타필드 코엑스점
3345387,고르곤졸라 피자,20500,0,,,,15016,더플레이스,스타필드 코엑스점
3345388,프레시 마르게리타 피자,13900,0,,,,15016,더플레이스,스타필드 코엑스점
3345389,폭탄피자,23500,0,,,,15016,더플레이스,스타필드 코엑스점
3345390,고르곤졸라&프레시 마르게리따,21700,0,,,,15016,더플레이스,스타필드 코엑스점
3345391,딸리아따 디 만조,59500,0,,,,15016,더플레이스,스타필드 코엑스점
3345392,스모키 돔 채끝 스테이크,45000,0,,,,15016,더플레이스,스타필드 코엑스점
3345393,블랙앵거스 립아이 스테이크,48900,0,,,,15016,더플레이스,스타필드 코엑스점
3345394,트러플&부라타 치즈 스테이크(채끝등심/210G),42500,0,,,,15016,더플레이스,스타필드 코엑스점
3345395,트러플&부라타 치즈 스테이크(안심/150G),45500,0,,,,15016,더플레이스,스타필드 코엑스점
3345396,디저트 세트,12000,0,,,,15016,더플레이스,스타필드 코엑스점
3345397,아메리카노,4500,0,,,,15016,더플레이스,스타필드 코엑스점
3345398,DELIZIOSO Set,61800,0,,,,15016,더플레이스,스타필드 코엑스점
3345399,ITALIAN STEAK Set,85700,0,,,,15016,더플레이스,스타필드 코엑스점
3345400,하우스 와인,2000,0,,,,15016,더플레이스,스타필드 코엑스점
3345401,맥주,2000,0,,,,15016,더플레이스,스타필드 코엑스점
3345402,립아이 스테이크(460g),49800,0,,,,15016,더플레이스,스타필드 코엑스점
